row ID	IDs	Majority IDs	names	Gene names	logFc	Pval
Row16368	P08865;REV__F4HZ82;Q9UBC7	P08865	40S ribosomal protein SA	RPSA	-0.5287431439695105	0.00836984610791041
Row16369	P08962	P08962	CD63 antigen	CD63	-0.6179157672271067	0.01396433380245941
Row16370	P09001	P09001	39S ribosomal protein L3, mitochondrial	MRPL3	-0.4294510838779928	0.2439578326772919
Row16371	P09012	P09012	U1 small nuclear ribonucleoprotein A	SNRPA	-0.7852825272240054	0.008932293863554435
Row16372	P09104	P09104	Gamma-enolase	ENO2	-1.9609012537018025	0.1839426216958219
Row16373	P09110	P09110	3-ketoacyl-CoA thiolase, peroxisomal	ACAA1	-1.7026274151207836	0.01108793188151435
Row16374	P09132;D6RBG4	P09132;D6RBG4	Signal recognition particle 19 kDa protein	SRP19	-0.46309971901592917	0.10552189921537691
Row16375	P09211	P09211	Glutathione S-transferase P	GSTP1	-0.6039943388976425	0.011668937939020596
Row16376	P09234	P09234	U1 small nuclear ribonucleoprotein C	SNRPC	-0.36478307304129487	0.043709097282344345
Row16377	P09326	P09326	CD48 antigen	CD48	-0.41366345815408323	0.026197012896827403
Row16378	P09382	P09382	Galectin-1	LGALS1	-0.6943049124470626	0.005839954131724387
Row16379	P09417	P09417	Dihydropteridine reductase	QDPR	-2.093643882557675	0.07399256844203712
Row16380	P09429;B2RPK0	P09429;B2RPK0	High mobility group protein B1;Putative high mobility group protein B1-like 1	HMGB1;HMGB1P1	-0.37591443836296534	0.02997139631443052
Row16381	P09468	P09468	ATP synthase epsilon chain, chloroplastic	atpE	2.7683070149027778	0.005093709380574113
Row16382	P09496	P09496	Clathrin light chain A	CLTA	-0.9304738366742491	0.03892619233778584
Row16383	P09497	P09497	Clathrin light chain B	CLTB	-0.717428907765111	0.05725460855579855
Row16384	P09525	P09525	Annexin A4	ANXA4	-1.1077828967466878	0.11376488821603453
Row16385	P09543	P09543	2,3-cyclic-nucleotide 3-phosphodiesterase	CNP	-0.7101816445327174	0.01812580055767413
Row16386	P09601	P09601	Heme oxygenase 1	HMOX1	0.43003168090494626	0.7048483524679142
Row16387	P09622	P09622	Dihydrolipoyl dehydrogenase, mitochondrial	DLD	-0.5572860241727113	0.015621607773232236
Row16388	P09651;Q32P51	P09651;Q32P51	Heterogeneous nuclear ribonucleoprotein A1;Heterogeneous nuclear ribonucleoprotein A1, N-terminally processed;Heterogeneous nuclear ribonucleoprotein A1-like 2	HNRNPA1;HNRNPA1L2	-0.5325273447991172	0.022124420239388605
Row16389	P09661	P09661	U2 small nuclear ribonucleoprotein A	SNRPA1	-0.4811079956390607	0.017221584904008123
Row16390	P09668	P09668	Pro-cathepsin H;Cathepsin H mini chain;Cathepsin H;Cathepsin H heavy chain;Cathepsin H light chain	CTSH	-0.20941315699855423	0.3393762343558505
Row16391	P09669	P09669	Cytochrome c oxidase subunit 6C	COX6C	-0.5611054737093468	0.009114714368726691
Row16392	P09874;Q11207	P09874	Poly [ADP-ribose] polymerase 1	PARP1	-0.5702333172365037	0.0068495522745528874
Row16393	P09884	P09884	DNA polymerase alpha catalytic subunit	POLA1	0.0438315333335062	0.8663404126880921
Row16394	P09960	P09960	Leukotriene A-4 hydrolase	LTA4H	-0.8196967022033483	0.0057117622171112825
Row16395	P09972	P09972	Fructose-bisphosphate aldolase C	ALDOC	-0.9298867061226836	0.013504009901214892
Row16396	Q71UI9;P0C0S5	Q71UI9;P0C0S5	Histone H2A.V;Histone H2A.Z	H2AFV;H2AFZ	-0.5371763233754194	0.011060524508881836
Row16397	P0CJ47;P0CJ46	P0CJ47;P0CJ46	Actin-3;Actin-1	ACT3;ACT1	NA	NA
Row16398	Q9M1P5;Q6ID97;Q9LYJ3;Q9LQC8;P36397;P0DH91;H0YGG7	Q9M1P5;Q6ID97;Q9LYJ3;Q9LQC8;P36397;P0DH91	ADP-ribosylation factor 2-A;ADP-ribosylation factor 1;ADP-ribosylation factor 2-B	T17J13.250;ARFA1F;T15N1_160;ARF2-A;ARF1;ARF2-B	3.0417241896417266	6.193027816582087E-4
Row16399	P0DH94;P0DH93;P0DH92;P59228;P59229	P0DH94;P0DH93;P0DH92;P59228;P59229	V-type proton ATPase subunit c5;V-type proton ATPase subunit c3;V-type proton ATPase subunit c1;V-type proton ATPase subunit c2;V-type proton ATPase subunit c4	VHA-c5;VHA-c3;VHA-c1;VHA-c2;VHA-c4	3.2610756570457973	0.00370277356288133
Row16400	P0DH96;P0DH95;P27482;P02585	P0DH96;P0DH95	Calmodulin-4;Calmodulin-1	CAM4;CAM1	3.844370738509024	4.492145776458107E-4
Row16401	Q682T9;Q03509;P59220;P0DH98;P0DH97	Q682T9;Q03509;P59220;P0DH98;P0DH97	Calmodulin-5;Calmodulin-6;Calmodulin-7;Calmodulin-3;Calmodulin-2	CAM5;CAM6;CAM7;CAM3;CAM2	NA	NA
Row16402	Q8W4H7;Q8GTY0;Q0WL56;P0DH99	Q8W4H7;Q8GTY0;Q0WL56;P0DH99	Elongation factor 1-alpha 2;Elongation factor 1-alpha 4;Elongation factor 1-alpha 3;Elongation factor 1-alpha 1	A2;A4;A3;A1	3.0604061430054124	1.7611807246842483E-5
Row16403	P0DI75;P0DI74	P0DI75;P0DI74	Protein transport protein Sec61 subunit gamma-2;Protein transport protein Sec61 subunit gamma-1	SEC61G2;SEC61G1	NA	NA
Row16404	P0DKC4;P0DKC3	P0DKC4;P0DKC3	Phosphoglycolate phosphatase 1B, chloroplastic;Phosphoglycolate phosphatase 1A, chloroplastic	PGLP1B;PGLP1A	NA	NA
Row16405	P0DKC6;P0DKC5	P0DKC6;P0DKC5	11-beta-hydroxysteroid dehydrogenase 1B;11-beta-hydroxysteroid dehydrogenase 1A	HSD1	4.318801704786097	0.0016698312907151643
Row16406	P0DMV9;P0DMV8	P0DMV9;P0DMV8	Heat shock 70 kDa protein 1B;Heat shock 70 kDa protein 1A	HSPA1B;HSPA1A	-0.5229900630611937	0.02173294489596926
Row16407	P0DN76;Q01081;Q8WU68;M0R2N4	P0DN76;Q01081	Splicing factor U2AF 35 kDa subunit	U2AF1	-0.6061572663478287	0.008599791168611162
Row16408	P0DN79;P35520	P0DN79;P35520	Cystathionine beta-synthase	CBS	-0.6596323213462547	0.09261577881211024
Row16409	P0DP25;P0DP24;P0DP23	P0DP25;P0DP24;P0DP23	NA	NA	-0.3922357404509107	0.031113867305527516
Row16410	P10124	P10124	Serglycin	SRGN	-0.017819279171707336	0.9500547667738202
Row16411	P10155	P10155	60 kDa SS-A/Ro ribonucleoprotein	TROVE2	-0.9667295967159184	0.007541526128580631
Row16412	P10412;Q02539;P22492	P10412	Histone H1.4	HIST1H1E	NA	NA
Row16413	P10515	P10515	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial	DLAT	-0.9774348542542839	0.013382977710013589
Row16414	P10599	P10599	Thioredoxin	TXN	-0.5925156893825019	0.005714395772253185
Row16415	P10606	P10606	Cytochrome c oxidase subunit 5B, mitochondrial	COX5B	-0.7984567984450806	0.013673076617078938
Row16416	P10644;P31321	P10644	cAMP-dependent protein kinase type I-alpha regulatory subunit;cAMP-dependent protein kinase type I-alpha regulatory subunit, N-terminally processed	PRKAR1A	-0.4725418951845448	0.032969106455465184
Row16417	P10768	P10768	S-formylglutathione hydrolase	ESD	-0.306905471848534	0.2054589710219538
Row16418	P10795	P10795	Ribulose bisphosphate carboxylase small chain 1A, chloroplastic	RBCS-1A	2.8058169344934214	4.2640922376154105E-5
Row16419	P10796	P10796	Ribulose bisphosphate carboxylase small chain 1B, chloroplastic	RBCS-1B	3.7706589596060027	0.001380755640202218
Row16420	P10798;P10797	P10798;P10797	Ribulose bisphosphate carboxylase small chain 3B, chloroplastic;Ribulose bisphosphate carboxylase small chain 2B, chloroplastic	RBCS-3B;RBCS-2B	2.9071645324814988	1.7611807246842483E-5
Row16421	P10809	P10809	60 kDa heat shock protein, mitochondrial	HSPD1	-0.7125925751911808	0.006231078618111031
Row16422	P10896	P10896	Ribulose bisphosphate carboxylase/oxygenase activase, chloroplastic	RCA	2.9190488507241987	1.8730211334990867E-5
Row16423	P11021	P11021	78 kDa glucose-regulated protein	HSPA5	-0.5022685563847062	0.014154839565719323
Row16424	P11049	P11049	Leukocyte antigen CD37	CD37	-1.3904533150874094	4.5286417633450996E-4
Row16425	P11142;P54652	P11142	Heat shock cognate 71 kDa protein	HSPA8	-0.5134653009372414	0.030522780788206298
Row16426	P11166	P11166	Solute carrier family 2, facilitated glucose transporter member 1	SLC2A1	-0.8939949361343764	0.004888875302490833
Row16427	P11171;Q9Y2J2	P11171	Protein 4.1	EPB41	-0.5275051785414355	0.5082187071489982
Row16428	P11172	P11172	Uridine 5-monophosphate synthase;Orotate phosphoribosyltransferase;Orotidine 5-phosphate decarboxylase	UMPS	-0.757020863423584	0.04058279749979152
Row16429	P11177	P11177	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	PDHB	-1.1896601608780735	0.005025581661441681
Row16430	P11182	P11182	Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial	DBT	NA	NA
Row16431	P11216	P11216	Glycogen phosphorylase, brain form	PYGB	-0.9569114377112307	0.32799658172010704
Row16432	P11233	P11233	Ras-related protein Ral-A	RALA	0.0626082569398747	0.9052463391605099
Row16433	P11234	P11234	Ras-related protein Ral-B	RALB	NA	NA
Row16434	P11279	P11279	Lysosome-associated membrane glycoprotein 1	LAMP1	-0.2911761002534661	0.14814093484422058
Row16435	P11310	P11310	Medium-chain specific acyl-CoA dehydrogenase, mitochondrial	ACADM	-0.7808126536976729	0.020246833169511584
Row16436	P11387;Q969P6;B3H4K2;Q9FJ79;P30181;Q9SR66;Q9SJQ6;Q8LK56	P11387	DNA topoisomerase 1	TOP1	-0.5609712453598199	0.0302321848271607
Row16437	P11388;P30182	P11388	DNA topoisomerase 2-alpha	TOP2A	-0.6568643092283395	0.00891393954044887
Row16438	P11413	P11413	Glucose-6-phosphate 1-dehydrogenase	G6PD	-0.730475178479125	0.004763645354510072
Row16439	P11441	P11441	Ubiquitin-like protein 4A	UBL4A	-0.6581647212563873	0.18494103752041446
Row16440	P11574;Q8W4E2	P11574;Q8W4E2	V-type proton ATPase subunit B1;V-type proton ATPase subunit B3	VHA-B1;VHA-B3	3.4679656402781482	5.406540967018175E-5
Row16441	P11586	P11586	C-1-tetrahydrofolate synthase, cytoplasmic;Methylenetetrahydrofolate dehydrogenase;Methenyltetrahydrofolate cyclohydrolase;Formyltetrahydrofolate synthetase;C-1-tetrahydrofolate synthase, cytoplasmic, N-terminally processed	MTHFD1	-0.5714071956136877	0.006877957100766083
Row16442	P11766	P11766	Alcohol dehydrogenase class-3	ADH5	-0.5982442796915102	0.014889993545564743
Row16443	P11802	P11802	Cyclin-dependent kinase 4	CDK4	NA	NA
Row16444	P11829	P11829	Acyl carrier protein 1, chloroplastic	ACP1	2.4082767798738445	0.005304007534455484
Row16445	P11836	P11836	B-lymphocyte antigen CD20	MS4A1	-0.4825531413026489	0.011673254584005338
Row16446	P11908	P11908	Ribose-phosphate pyrophosphokinase 2	PRPS2	-0.4583939128735075	0.054169191842273506
Row16447	P11912	P11912	B-cell antigen receptor complex-associated protein alpha chain	CD79A	NA	NA
Row16448	P11940;Q4VXU2;Q8GWL2;Q96DU9	P11940	Polyadenylate-binding protein 1	PABPC1	-0.4326433297001131	0.019071893361591978
Row16449	P12004;Q9M7Q7;Q9ZW35	P12004	Proliferating cell nuclear antigen	PCNA	-0.4571977933810025	0.049897468665738715
Row16450	P12081	P12081	Histidine--tRNA ligase, cytoplasmic	HARS	-0.9770459045202351	0.006896536707514105
Row16451	P12235	P12235	ADP/ATP translocase 1	SLC25A4	-0.5046583496247266	0.16873832210172798
Row16452	P12236	P12236	ADP/ATP translocase 3;ADP/ATP translocase 3, N-terminally processed	SLC25A6	-0.3986529939469676	0.017186183489316498
Row16453	P12268;REV__F4IWV2;REV__Q9FLH2	P12268	Inosine-5-monophosphate dehydrogenase 2	IMPDH2	-0.4555612011789094	0.014369235580277879
Row16454	P12270	P12270	Nucleoprotein TPR	TPR	-0.7847877607817537	0.002336635838511564
Row16455	P12814	P12814	Alpha-actinin-1	ACTN1	NA	NA
Row16456	P12931	P12931	Proto-oncogene tyrosine-protein kinase Src	SRC	-0.6574238525251666	0.0806685613260414
Row16457	P12955	P12955	Xaa-Pro dipeptidase	PEPD	-0.939454148077921	0.02243173642081785
Row16458	P12956;P51449	P12956	X-ray repair cross-complementing protein 6	XRCC6	-0.5419478487856182	0.008617016449436413
Row16459	P13010;REV__Q8GXS8	P13010	X-ray repair cross-complementing protein 5	XRCC5	-0.6258579754772349	0.005485137956313165
Row16460	P13073	P13073	Cytochrome c oxidase subunit 4 isoform 1, mitochondrial	COX4I1	-0.40564807652898693	0.030993661692810152
Row16461	P13114	P13114	Chalcone synthase	CHS	NA	NA
Row16462	P13164;Q01629;Q01628	P13164;Q01629;Q01628	Interferon-induced transmembrane protein 1;Interferon-induced transmembrane protein 2;Interferon-induced transmembrane protein 3	IFITM1;IFITM2;IFITM3	-1.259346448691229	4.8731205373367853E-4
Row16463	P13284	P13284	Gamma-interferon-inducible lysosomal thiol reductase	IFI30	-0.8268737665820396	0.005839954131724387
Row16464	P13473	P13473	Lysosome-associated membrane glycoprotein 2	LAMP2	0.12510763789850188	0.7902758043743378
Row16465	P13489	P13489	Ribonuclease inhibitor	RNH1	-0.6503454205861168	0.010967095460501598
Row16466	P13498	P13498	Cytochrome b-245 light chain	CYBA	-0.0654110191891526	0.8796286131273239
Row16467	P13598	P13598	Intercellular adhesion molecule 2	ICAM2	-0.20826206730080088	0.5992696046005562
Row16468	P13612	P13612	Integrin alpha-4	ITGA4	-1.1412447239135943	0.4014892843467349
Row16469	P13639	P13639	Elongation factor 2	EEF2	-0.5257329656889169	0.015580311699717101
Row16470	P13667	P13667	Protein disulfide-isomerase A4	PDIA4	-0.47358861130985375	0.012255065098153103
Row16471	P13674	P13674	Prolyl 4-hydroxylase subunit alpha-1	P4HA1	-1.6289134855502851	0.010708898978685067
Row16472	P13693;Q56UQ5;Q9HAU6	P13693	Translationally-controlled tumor protein	TPT1	-1.2175022653738736	0.008114480847209699
Row16473	P13716	P13716	Delta-aminolevulinic acid dehydratase	ALAD	NA	NA
Row16474	P13747	P13747	HLA class I histocompatibility antigen, alpha chain E	HLA-E	NA	NA
Row16475	P13796;P13797;Q14651	P13796	Plastin-2	LCP1	-0.45344864857073475	0.020417197203992796
Row16476	P13798	P13798	Acylamino-acid-releasing enzyme	APEH	-0.640908604816051	0.014099033948579616
Row16477	P13804	P13804	Electron transfer flavoprotein subunit alpha, mitochondrial	ETFA	-0.42473294692422314	0.021168634240592767
Row16478	P13807	P13807	Glycogen [starch] synthase, muscle	GYS1	-0.9520457404787948	0.03699590893637758
Row16479	P13861;P31323	P13861	cAMP-dependent protein kinase type II-alpha regulatory subunit	PRKAR2A	-1.0398286929092286	0.01157507613253725
Row16480	P13984	P13984	General transcription factor IIF subunit 2	GTF2F2	-1.7980689884685326	0.019226810922359484
Row16481	P13987	P13987	CD59 glycoprotein	CD59	-0.456137820593824	0.06929729117295626
Row16482	P13995;Q9H903	P13995	Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial;NAD-dependent methylenetetrahydrofolate dehydrogenase;Methenyltetrahydrofolate cyclohydrolase	MTHFD2	-1.0778003080282268	0.005713791244984897
Row16483	P14151	P14151	L-selectin	SELL	-0.7636261514704543	0.04450498140257356
Row16484	P14174	P14174	Macrophage migration inhibitory factor	MIF	-0.430099032039184	0.018282820885530855
Row16485	P14209	P14209	CD99 antigen	CD99	-0.8278960033363418	0.050732839797563024
Row16486	P14314	P14314	Glucosidase 2 subunit beta	PRKCSH	-0.46473275221272203	0.04256752697165348
Row16487	P14317	P14317	Hematopoietic lineage cell-specific protein	HCLS1	-0.4466302821224595	0.025655631035022775
Row16488	P14324;REV__Q9C5D7;REV__Q5VSG8	P14324	Farnesyl pyrophosphate synthase	FDPS	-0.6302761886361665	0.012622952863739368
Row16489	P14406	P14406	Cytochrome c oxidase subunit 7A2, mitochondrial	COX7A2	-0.4895035729470649	0.02585703359018133
Row16490	P14550	P14550	Alcohol dehydrogenase [NADP(+)]	AKR1A1	-0.42504185484235535	0.029387411761494498
Row16491	P14598;A6NI72;A8MVU1	P14598;A6NI72;A8MVU1	Neutrophil cytosol factor 1;Putative neutrophil cytosol factor 1B;Putative neutrophil cytosol factor 1C	NCF1;NCF1B;NCF1C	-0.7857428796207628	0.010288808370922494
Row16492	P14618;P30613;REV__F4JNF8	P14618	Pyruvate kinase PKM	PKM	-0.4699515167035315	0.020816206237085414
Row16493	P14625;Q58FF3;REV__Q8TCB0	P14625	Endoplasmin	HSP90B1	-0.6275588204035074	0.008958474018836426
Row16494	P14635	P14635	G2/mitotic-specific cyclin-B1	CCNB1	-2.5056087334391393	0.013531381929307675
Row16495	P63162;P14678	P63162;P14678	Small nuclear ribonucleoprotein-associated protein N;Small nuclear ribonucleoprotein-associated proteins B and B	SNRPN;SNRPB	-0.6792394055742719	0.0037371638095904693
Row16496	P14735	P14735	Insulin-degrading enzyme	IDE	-0.5548743244674057	0.02864279525635894
Row16497	P14854	P14854	Cytochrome c oxidase subunit 6B1	COX6B1	-0.30436137336096536	0.30671580916468677
Row16498	P14866;Q8WVV9	P14866	Heterogeneous nuclear ribonucleoprotein L	HNRNPL	-0.3977848683029279	0.025387535831369552
Row16499	P14868	P14868	Aspartate--tRNA ligase, cytoplasmic	DARS	-0.9650567157843284	0.00836984610791041
Row16500	P14921	P14921	Protein C-ets-1	ETS1	NA	NA
Row16501	P14927	P14927	Cytochrome b-c1 complex subunit 7	UQCRB	-0.7865131500116647	0.020388190041027158
Row16502	P15104	P15104	Glutamine synthetase	GLUL	NA	NA
Row16503	P15121;C9JRZ8	P15121	Aldose reductase	AKR1B1	-0.6328644460479502	0.013525601267996835
Row16504	P15153	P15153	Ras-related C3 botulinum toxin substrate 2	RAC2	-0.3414493004540269	0.02845472082984542
Row16505	P15170	P15170	Eukaryotic peptide chain release factor GTP-binding subunit ERF3A	GSPT1	-0.5071089765321801	0.02015526062242699
Row16506	P15291	P15291	Beta-1,4-galactosyltransferase 1;Lactose synthase A protein;N-acetyllactosamine synthase;Beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase;Beta-N-acetylglucosaminyl-glycolipid beta-1,4-galactosyltransferase;Processed beta-1,4-galactosyltransferase 1	B4GALT1	-0.5496654149940241	0.5971109492698494
Row16507	P15311	P15311	Ezrin	EZR	-0.7317323881697781	0.016577886177055544
Row16508	P15374	P15374	Ubiquitin carboxyl-terminal hydrolase isozyme L3	UCHL3	-0.6458325552980924	0.06866528381564542
Row16509	P15391	P15391	B-lymphocyte antigen CD19	CD19	-0.7550655648505717	0.05090435367164618
Row16510	P15455	P15455	12S seed storage protein CRA1;12S seed storage protein CRA1 alpha chain;12S seed storage protein CRA1 beta chain	CRA1	3.11718552763935	2.6930250885630445E-5
Row16511	P15456	P15456	12S seed storage protein CRB;12S seed storage protein CRB alpha chain;12S seed storage protein CRB beta chain	CRB	3.4883393261192452	9.795615626174792E-5
Row16512	P15457	P15457	2S seed storage protein 1;2S seed storage protein 1 small subunit;2S seed storage protein 1 large subunit	AT2S1	4.7432044281780215	2.2730590307744103E-4
Row16513	P15458	P15458	2S seed storage protein 2;2S seed storage protein 2 small subunit;2S seed storage protein 2 large subunit	AT2S2	3.2016142095914795	1.7611807246842483E-5
Row16514	P15459	P15459	2S seed storage protein 3;2S seed storage protein 3 small subunit;2S seed storage protein 3 large subunit	AT2S3	2.6765372419518236	2.2180007245411903E-5
Row16515	P15460	P15460	2S seed storage protein 4;2S seed storage protein 4 small subunit;2S seed storage protein 4 large subunit	AT2S4	2.8681330045972757	2.662805806691547E-5
Row16516	P15498	P15498	Proto-oncogene vav	VAV1	-0.7652895288307846	0.12099128282080518
Row16517	P15531	P15531	Nucleoside diphosphate kinase A	NME1	-0.5453765279000145	0.011352818616752833
Row16518	P15880	P15880	40S ribosomal protein S2	RPS2	-0.3723803220287323	0.0250838185122524
Row16519	P15907	P15907	Beta-galactoside alpha-2,6-sialyltransferase 1	ST6GAL1	0.5358293968920016	0.42023444903357965
Row16520	P15923	P15923	Transcription factor E2-alpha	TCF3	-1.6000074798340655	0.03932325577509167
Row16521	P15927	P15927	Replication protein A 32 kDa subunit	RPA2	-0.4040189185864911	0.24085632827061323
Row16522	P16070	P16070	CD44 antigen	CD44	-1.1656456820923964	0.1147445576336371
Row16523	P16104;Q96QV6	P16104;Q96QV6	Histone H2AX;Histone H2A type 1-A	H2AFX;HIST1H2AA	NA	NA
Row16524	P16127	P16127	Magnesium-chelatase subunit ChlI-1, chloroplastic	CHLI1	NA	NA
Row16525	P16150	P16150	Leukosialin	SPN	-0.001529902068774902	0.9972408995822396
Row16526	P16152	P16152	Carbonyl reductase [NADPH] 1	CBR1	-0.7481065903696695	0.029295291409533172
Row16527	P16180	P16180	30S ribosomal protein S17, chloroplastic	RPS17	3.4005142022714203	0.0028350539142720805
Row16528	P16181;O65569	P16181;O65569	40S ribosomal protein S11-1;40S ribosomal protein S11-2	RPS11A;RPS11B	3.80284866810851	0.0012081093947635445
Row16529	P18846;P16220	P18846;P16220	Cyclic AMP-dependent transcription factor ATF-1;Cyclic AMP-responsive element-binding protein 1	ATF1;CREB1	0.03171349149851466	0.9161510767679062
Row16530	P16401	P16401	Histone H1.5	HIST1H1B	-0.8820184549185406	0.025948412449468765
Row16531	P16402	P16402	Histone H1.3	HIST1H1D	-0.6179567015898471	0.00836984610791041
Row16532	P16403	P16403	Histone H1.2	HIST1H1C	-0.5380158195198348	0.008748519801652924
Row16533	P16435	P16435	NADPH--cytochrome P450 reductase	POR	-0.6436392706268812	0.042846436550466285
Row16534	P16455	P16455	Methylated-DNA--protein-cysteine methyltransferase	MGMT	-2.3264668421535255	0.03114301332962871
Row16535	P16615;O14983	P16615	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2	ATP2A2	-0.843634420321294	0.005485137956313165
Row16536	P16885	P16885	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-2	PLCG2	-0.891354288698313	0.0032696167523197997
Row16537	P16930	P16930	Fumarylacetoacetase	FAH	-1.107646173833718	0.25821283107129794
Row16538	P16949	P16949	Stathmin	STMN1	0.1145234842534677	0.41839466414520454
Row16539	P16972	P16972	Ferredoxin-2, chloroplastic	FD2	NA	NA
Row16540	P16989	P16989	Y-box-binding protein 3	YBX3	-0.42023647158183763	0.13797493328135765
Row16541	P17066;P48741	P17066	Heat shock 70 kDa protein 6	HSPA6	-0.410490604007272	0.019794972424315358
Row16542	P17094;A8MQQ1;P22738	P17094;A8MQQ1	60S ribosomal protein L3-1	ARP1;RP1	3.9777197970224556	1.7611807246842483E-5
Row16543	P17096	P17096	High mobility group protein HMG-I/HMG-Y	HMGA1	-0.5401644754256267	0.010640091150661163
Row16544	P17174	P17174	Aspartate aminotransferase, cytoplasmic	GOT1	-0.6575584795979559	0.0044550365127304335
Row16545	P17480	P17480	Nucleolar transcription factor 1	UBTF	-0.9991325303513392	0.007911641514412334
Row16546	P17568	P17568	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7	NDUFB7	-0.3714343940761644	0.040163099267146236
Row16547	P17612;P22694;P22612	P17612;P22694	cAMP-dependent protein kinase catalytic subunit alpha;cAMP-dependent protein kinase catalytic subunit beta	PRKACA;PRKACB	-2.0722108955030265	0.002634098905632469
Row16548	P17693	P17693	HLA class I histocompatibility antigen, alpha chain G	HLA-G	-0.5177053791521864	0.06017019901952232
Row16549	P17706	P17706	Tyrosine-protein phosphatase non-receptor type 2	PTPN2	-1.330931996632053	0.030264229998798207
Row16550	P17745	P17745	Elongation factor Tu, chloroplastic	TUFA	3.5167585084270705	1.7611807246842483E-5
Row16551	P17812;Q9NRF8	P17812	CTP synthase 1	CTPS1	-0.9068072146852764	0.004896229754412633
Row16552	P17844	P17844	Probable ATP-dependent RNA helicase DDX5	DDX5	-0.607496589510891	0.005304007534455484
Row16553	P17858	P17858	ATP-dependent 6-phosphofructokinase, liver type	PFKL	-0.39217152954958934	0.18349885060118704
Row16554	P17931	P17931	Galectin-3	LGALS3	-1.0656401500672317	0.05862695722327072
Row16555	P17980	P17980	26S protease regulatory subunit 6A	PSMC3	-0.2233264658883094	0.4597803325582523
Row16556	P17987	P17987	T-complex protein 1 subunit alpha	TCP1	-0.41277212878137703	0.05949857473546857
Row16557	P18031;REV__Q9Y3U8;REV__Q8IX04	P18031	Tyrosine-protein phosphatase non-receptor type 1	PTPN1	-0.5466202639660622	0.0088894038906534
Row16558	P18074	P18074	TFIIH basal transcription factor complex helicase XPD subunit	ERCC2	NA	NA
Row16559	P18077	P18077	60S ribosomal protein L35a	RPL35A	-0.6506584254423551	0.009043886923116869
Row16560	P18085	P18085	ADP-ribosylation factor 4	ARF4	0.12164435969381415	0.36232640411659245
Row16561	P18124	P18124	60S ribosomal protein L7	RPL7	-0.4574123318869212	0.017682977939821418
Row16562	P18206	P18206	Vinculin	VCL	-1.5794934287457316	0.008171600990748606
Row16563	P18583	P18583	Protein SON	SON	-0.8160031972284543	0.07568886480971337
Row16564	P18612	P18612	Stress-induced protein KIN1	KIN1	NA	NA
Row16565	P18615	P18615	Negative elongation factor E	NELFE	0.6496152161318669	0.17314136309882555
Row16566	P18669;P15259;Q8N0Y7	P18669	Phosphoglycerate mutase 1	PGAM1	-0.4376854595779065	0.018897814399020947
Row16567	P18754;Q5T7V8	P18754	Regulator of chromosome condensation	RCC1	-0.7169875385886826	0.0069894018801111785
Row16568	P18858	P18858	DNA ligase 1	LIG1	-0.5129029357742496	0.1267522287083459
Row16569	P18859	P18859	ATP synthase-coupling factor 6, mitochondrial	ATP5J	-0.22252883749379038	0.3570115855161164
Row16570	P18887	P18887	DNA repair protein XRCC1	XRCC1	-1.699703856206451	0.001147287768610001
Row16571	P19105	P19105	Myosin regulatory light chain 12A	MYL12A	-0.4916233008161548	0.018259796632609737
Row16572	P19256	P19256	Lymphocyte function-associated antigen 3	CD58	-1.642967565337269	0.02997139631443052
Row16573	P19338	P19338	Nucleolin	NCL	-0.6260807139052744	0.007667264828821114
Row16574	P19366	P19366	ATP synthase subunit beta, chloroplastic	atpB	2.6345669989404037	2.092253510873666E-5
Row16575	P19367;Q2TB90	P19367	Hexokinase-1	HK1	-0.7600850281644149	0.24005393867018088
Row16576	P19387	P19387	DNA-directed RNA polymerase II subunit RPB3	POLR2C	0.5581766785350517	0.7513049586693658
Row16577	P19388;O81098	P19388	DNA-directed RNA polymerases I, II, and III subunit RPABC1	POLR2E	-1.1110969366878436	0.01443768063279393
Row16578	P19397	P19397	Leukocyte surface antigen CD53	CD53	-0.32910469450085245	0.0841607109802902
Row16579	P19404	P19404	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial	NDUFV2	-1.0652179243341138	0.013529515838164996
Row16580	P19456;Q9M2A0;Q9SJB3;Q9SH76;Q43128;Q9LY32;Q9T0E0	P19456	ATPase 2, plasma membrane-type	AHA2	NA	NA
Row16581	P19484	P19484	Transcription factor EB	TFEB	NA	NA
Row16582	P19525	P19525	Interferon-induced, double-stranded RNA-activated protein kinase	EIF2AK2	-0.6228144740416539	0.006715031783705513
Row16583	P19623	P19623	Spermidine synthase	SRM	-0.48575358688822945	0.014439936752329212
Row16584	P19784	P19784	Casein kinase II subunit alpha	CSNK2A2	-0.5635802401932395	0.01925964557857402
Row16585	P19838	P19838	Nuclear factor NF-kappa-B p105 subunit;Nuclear factor NF-kappa-B p50 subunit	NFKB1	-0.4362867283908969	0.050889019262237566
